Handle,Titre,Vendeur,Prix_vente,Prix_barre,Economie,Remise_pct,Description,Image,Marque,Type,Categorie
serie-6-side-by-side-americain-178-7-x-90-8-cm-acier-brosse-anti-traces-bosch-kad93aidp,"Série 6, Side by Side américain, 178.7 x 90.8 cm, Acier brossé anti-traces BOSCH KAD93AIDP",Bosch,1918.0,2610.2,692.2,27.0,"Série 6, Side by Side américain, 178.7 x 90.8 cm, Acier brossé anti-traces BOSCH KAD93AIDP INFORMATIONS GENERALES Volume total : 562 l Réfrigérateur : Volume 371 l Congélateur : Volume 191 l Classe d'efficacité énergétique D sur une échelle allant de A à G Consommation énergétique : 258 kWh/an Niveau sonore : 41 DB, classe d'efficacité sonore : C Confort et sécurité NoFrost MultiAirflow NoFrost Commande sensitive TouchControl en façade : régulation électronique avec affichage digital de la température Chaque zone de température contrôlable et réglable séparément Filtre à eau Distributeur de gl",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_0f108b8d-3c86-49bb-8a06-123484320093.png?v=1769768951,Bosch,Réfrigérateur,Non classé
hotte-plan-de-travail-telescopique-90-cm-airlux-ahv972bk,HOTTE PLAN DE TRAVAIL TÉLESCOPIQUE 90 CM Airlux AHV972BK,Airlux,1699.0,2387.0,688.0,29.0,"Performances : Évacuation ou recyclage Aspiration périmétrique Débit maximum d’aspiration (norme EN61591) - en sortie libre : 725 m³/h - en évacuation : 700 m³/h Pression à la vitesse maximale : 560 Pa Niveau sonore à la vitesse min./max./int. (norme EN60704-2-3) : 40/60/70 dB(A) 1 moteur double turbine 270 W Confort d’utilisation : Commandes sensitives 4 vitesses d’aspiration + 1 intensive Fonction Booster : accroît à son maximum le débit de la hotte pendant 6 minutes Fonction Timer : diffère l’arrêt de la hotte de 30 minutes Barre LED 1 x 7 W Filtres : 2 filtres à graisse métalliques, lavabl",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_907ae5e5-f5e5-4dcb-b9c6-b89482dd13ca.png?v=1770113598,Airlux,Hotte,Maison et jardin > Arts de la table et arts culinaires > Électroménager de cuisine > Hottes aspirantes
hotte-plan-de-travail-telescopique-60-cm-airlux-ahv659bk,Hotte Plan de travail télescopique 60 cm Airlux AHV659BK,Airlux,1599.0,2267.0,668.0,29.0,"Performances : Évacuation ou recyclage Aspiration périmétrique Débit maximum d’aspiration (norme EN61591) - en sortie libre : 660 m³/h - en évacuation : 630 m³/h Pression à la vitesse maximale : 560 Pa Niveau sonore à la vitesse min./max./int. (norme EN60704-2-3) : 43/65/72 dB(A) 1 moteur double turbine 270 W Confort d’utilisation : Commandes sensitives 4 vitesses d’aspiration + 1 intensive Fonction Booster : accroît à son maximum le débit de la hotte pendant 6 minutes Fonction Timer : diffère l’arrêt de la hotte de 30 minutes Barre LED 1 x 3 W Filtres : 2 filtres à graisse métalliques, lavabl",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_1_dcb89e0c-6ff8-4062-a316-9d2e84075c0c.png?v=1770113815,Airlux,Hotte,Non classé
domino-teppanyaki-induction-38-cm-airlux-atpn42bk,Domino teppanyaki induction 38 cm AIRLUX ATPN42BK,Airlux,1391.0,2044.0,653.0,32.0,"Domino teppanyaki induction 38 cm AIRLUX ATPN42BK Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N Référence Couleur EAN ATPN42BK Noir/inox 8054187276996 Performances  2 zones de cuisson indépendantes pouvant être reliées :  Prêt en 2 minutes après l’allumage  Puissance électrique totale : 2,8 kW  Thermostat réglable de 50°C à 220°C  Excellente répartition de la chaleur grâce à 3 couches  colaminées : 1. inox alimentaire (surface visible) 2. aluminium 3. inox ferromagnétique Confort d’utilisation  2 sliders avec accès directs pouvant être  solida",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Dominoteppanyakiinduction38cmAIRLUXATPN42BK.png?v=1771949220,Airlux,Plaque de cuisson,Non classé
cave-a-vin-a-compression-46-bouteilles-dometic-d46b,Cave à vin à compression 46 bouteilles Dometic D46B,Dometic,1399.0,2049.0,650.0,32.0,"Cave à vin à compression 46 bouteilles Dometic D46B Cette cave à vin double zone peut être installée en pose libre ou s'intégrer parfaitement avec vos meubles pour créer un style élégant dans tout intérieur. Elle peut contenir jusqu’à 46 bouteilles de Bordeaux, élégamment présentées sur les étagères en bois amovibles et coulissantes. Fiche technique Numéro SKU : 9600050801 Modèle : D46B Pièce fournie : Manuel Description : Armoire à vin à compression, double zone, installation encastrable ou en pose libre, capacité de 46 bouteilles. Technologie de réfrigération : Compresseur Dimensions : Profo",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_02f10e83-ae1c-485c-acab-683c1ee19dc3.png?v=1769771499,Dometic,Cave à vin,Non classé
cuisiniere-matrix-piano-90-x-60-cm-glem-gx960cqix,Cuisinière Matrix Piano 90 x 60 CM GLEM GX960CQIX,Glem,1089.0,1738.0,649.0,37.0,"Cuisinière Matrix Piano 90 x 60 CM GLEM GX960CQIX 5 foyers gaz dont 1 triple couronne excentré : • Puissance gaz totale : 12,55 kW • Allumage une main • Sécurité gaz par thermocouples • 3 grilles en fonte • Départ de crédence Four tout gaz multifonction catalyse • Minuteur sonore 60 minutes • 8 fonctions dont le gaz ventilé : • Thermostat réglable de 130°C à 250°C • Allumage une main • Sécurité gaz par thermocouples Consommations • Classe d’efficacité énergétique : A • Indice d’efficacité énergétique : 95,5 • Volume brut/utile de la cavité : 110/98 L • Dimensions utiles de la cavité H x l x P ",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_87fa6d81-cb39-4c3c-aaf7-8f37d295c0ff.png?v=1768121414,,Cuisinière,Maison et jardin > Arts de la table et arts culinaires > Électroménager de cuisine > Cuisinières
cave-a-vin-a-compression-42-bouteilles-dometic-d42b,Cave à vin à compression 42 bouteilles Dometic D42B,Dometic,1399.0,2048.0,649.0,32.0,"Cave à vin à compression 42 bouteilles Dometic D42B Cette cave à vin double zone peut être installée en pose libre ou s'intégrer parfaitement avec vos meubles pour créer un style élégant dans tout intérieur. Elle peut contenir jusque 42 bouteilles de bordeaux élégamment présenté sur les étagères en bois. Fiche technique Numéro sku : 9600050802 Modèle : D42B Pièce fournie : manuel Description : Armoire à vin à compression , double zone, installation encastrable ou en pose libre 42 bouteilles Technologie de réfrigération : Compresseur Dimension : P 575 mm x H 820 mm x L 595 mm Dimension colis : ",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_5555fe79-7ebc-495f-bbc6-50185145a228.png?v=1769771681,Dometic,Cave à vin,Non classé
table-induction-modulaire-nomade-airlux-atin3bk,Table Induction modulaire nomade AIRLUX ATIN3BK,Airlux,1199.0,1847.0,648.0,35.0,"Table à induction modulaire nomade 3 foyers AIRLUX ATIN3BK Performances  3 foyers induction modulaires : 210 270 48 Boîtier 4+53 Ø 30 cm 2300 / 3000 W x 1 Ø 27 cm 1100 / 1400 W 4+53 x 2  Puissance électrique totale : 5,8 kW  3 boosters dont 1 de 3 kW Confort d’utilisation  Slider centralisé avec accès directs :  9 allures de chauffe par foyer  3 minuteurs de 0 à 99 minutes  Minuterie sonore utilisable hors cuisson  1 température automatique : maintien au chaud 70°C  Fonction Stop Go, ou fonction Pause :  interruption de la cuisson sans perte des réglages  Fonction Feu vif Mijotage :",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/195_69fdd4a6-5c5f-4850-bce2-174a8ea1c963.png?v=1769272830,Airlux,Plaque de cuisson,Maison et jardin > Arts de la table et arts culinaires > Électroménager de cuisine > Réchauds portables
cuisiniere-matrix-mixte-piano-90-x-60-cm-glem-gx960cvix,Cuisinière Matrix Mixte Piano 90 x 60 CM GLEM GX960CVIX,Glem,1095.0,1738.0,643.0,37.0,"Cuisinière Matrix Mixte Piano 90 x 60 CM GLEM GX960CVIX • 5 foyers gaz dont 1 triple couronne excentré : • Puissance gaz totale : 12,55 kW • Allumage une main • Sécurité gaz par thermocouples • 3 grilles en fonte • Départ de crédence Four électrique multifonction catalyse • Minuteur sonore 60 minutes • 8 fonctions dont la chaleur tournante : éclairage maxi gril pulsé décongélation maxi gril de 2,45 kW gril de 1,5 kW convection naturelle chaleur tournante sole pulsée • Thermostat réglable de 50°C à 250°C • Panneaux catalytiques autonettoyants Consommations • Classe d’efficacité énergétique : A ",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/CuisiniereMatrixMixtePiano90x60CMGLEMGX960CVIX.png?v=1769703469,,Cuisinière,Maison et jardin > Arts de la table et arts culinaires > Électroménager de cuisine > Cuisinières
cuisiniere-induction-3-foyers-60x60cm-steambake-electrolux-eki668900wem,Cuisinière Induction 3 foyers 60x60cm SteamBake ELECTROLUX EKI668900WEM,Electrolux,699.0,1330.0,631.0,47.0,"Cuisinière Induction 3 foyers 60x60cm SteamBake ELECTROLUX EKI668900WEM Cuisinière Induction 3 foyers 60x60cm SteamBake ELECTROLUX EKI668900WEM Caractéristiques Cuisinière Induction 60x60cm SteamBake TABLE : Induction Commandes individuelles électroniques par touches sensitives Fonction Stop and Go Foyer avant gauche : Induction, 1800W/2800W/180mm Foyer avant gauche: , Foyer arrière gauche : Induction, 1400W/2500W140mm Foyer arrière gauche: , Foyer avant droit: , Four Chaleur tournante pulsée Nettoyage four : Pyrolyse Préconisation de température Grilloir Électrique 1650 W Porte ventilée, 3 ve",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/ELECTROLUXEKI668900WEM_a3547318-3d55-4562-be3c-d66ec47d21e1.png?v=1768057092,Electrolux,Cuisinière,Non classé
iq700-machine-a-cafe-tout-automatique-noir-siemens-ct718l1b0,"iQ700, Machine à café tout automatique, Noir SIEMENS CT718L1B0",Siemens,2079.0,2702.09,623.09,23.0,"iQ700, Machine à café tout automatique, Noir SIEMENS CT718L1B0 Performance ceramDrive – moulin en céramique de haute qualité, résistant à l'usure et plus silencieux oneTouch DoubleCup – obtenez deux tasses d'une simple pression sur la touche aromaSelect - 3 profils d'arômes différents (doux - équilibré - distinctif) aromaDouble Shot – moins d'amertume pour les grandes boissons grâce à deux procédés de percolation Intelligent strength adjustment – gestion adaptative de la quantité de café en fonction de la force et de la taille choisie. Fonctions lait chaud, mousse de lait et eau chaude disponi",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/iQ700_Machineacafetoutautomatique_NoirSIEMENSCT718L1B0_679b2289-9693-4fb7-ac3e-d633cef3d12f.png?v=1768389102,,Machine à café encastrable,Maison et jardin > Arts de la table et arts culinaires > Électroménager de cuisine > Machines à café et machines à expresso > Machines à expresso
n-90-machine-a-cafe-tout-automatique-inox-neff-cl4tt11n0,"N 90, Machine à café tout automatique, Inox NEFF CL4TT11N0",NEFF,2079.0,2702.09,623.09,23.0,"N 90, Machine à café tout automatique, Inox NEFF CL4TT11N0 Goût aromaDouble Shot – moins d'amertume pour les grandes boissons grâce à deux procédés de percolation Performance ceramDrive – moulin en céramique de haute qualité, résistant à l'usure et plus silencieux OneTouch DoubleCup - obtenez deux tasses d'une simple pression sur la touche aromaSelect - 3 profils d'arômes différents (doux - équilibré - distinctif) Intelligent strength adjustment – gestion adaptative de la quantité de café en fonction de la force et de la taille choisie. Fonctions lait chaud, mousse de lait et eau chaude dispon",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_7cda7bd5-b816-45d4-b0ff-30585f6a9b79.png?v=1769708068,,Machine à café encastrable,Maison et jardin > Arts de la table et arts culinaires > Électroménager de cuisine > Machines à café et machines à expresso > Machines à expresso
serie-8-machine-a-cafe-tout-automatique-noir-bosch-ctl7181b0,"Série 8, Machine à café tout automatique, Noir BOSCH CTL7181B0",Bosch,2079.0,2702.09,623.09,23.0,"Série 8, Machine à café tout automatique, Noir BOSCH CTL7181B0 Confort / Sécurité Ecran couleur TFT tacile Pro 6.8"" Favoris: sauvegardez jusqu'à 30 boissons personnalisées Jusqu'à 32 recettes de café différentes (dans l'appareil et l'application Home Connect) Buses de café réglables en hauteur (jusqu'à 15 cm (max) pour les grandes tasses) Réservoir d'eau amovible de 2.4 l Bac à lait intégré de 0,7 l Eclairage de la sortie du café et de l'emplacement de la tasse Sécurité enfants Performance ceramDrive – moulin en céramique de haute qualité, résistant à l'usure et plus silencieux oneTouch Double",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Serie8_Machineacafetoutautomatique_NoirBOSCHCTL7181B0_e169ffa7-05a3-4ef8-91c0-0508ad0c2cca.png?v=1768388983,,Machine à café encastrable,Maison et jardin > Arts de la table et arts culinaires > Électroménager de cuisine > Machines à café et machines à expresso > Machines à expresso
table-de-cuisson-induction-grande-largeur-90cm-neff-t50bs31n0,Table de cuisson Induction grande largeur 90cm NEFF T50BS31N0,NEFF,1094.0,1710.0,616.0,36.0,"Table de cuisson Induction grande largeur 90cm NEFF T50BS31N0 Design : Cadre décor TwistPad® Fire Puissance : Zone FlexInduction Confort/Sécurité : FryingSensor avec réglage de 5 températures PowerMove+ PowerBoost sur chaque foyer PanBoost : Booster spécial pour les poêles 17 positions de réglage Affichage digital de la position de réglage Indicateur lumineux de chaleur résiduelle sur chaque foyer : ""H"" pour prolonger la cuisson et ""h"" pour le maintien au chaud Minuterie coupe-circuit pour chaque foyer Reconnaissance automatique des casseroles Fonction PowerManagement Sécurité anti-surchauffe ",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Designsanstitre_3bd09916-1287-4238-bccd-1713ed05358b.png?v=1771580702,NEFF,Plaque de cuisson,Non classé
iq700-table-aspirante-encastrable-noir-siemens-ex875lx67e,"IQ700, Table aspirante encastrable noir Siemens EX875LX67E",Siemens,2059.0,2674.68,615.68,23.0,"IQ700, Table aspirante encastrable noir Siemens EX875LX67E Flexibilité des zones de cuisson 2 zones flexInduction : utilisez des ustensiles de cuisine de toute forme ou taille dans la zone de 40 cm de long. Zone de cuisson avant gauche : 200 mm, 240 mm, 2.2 kW (PowerBoost 3.7 kW) Zone de cuisson arrière gauche : 200 mm, 240 mm, 2.2 kW (PowerBoost 3.7 kW) Zone de cuisson arrière droite : 200 mm, 240 mm , 2.2 kW (PowerBoost 3.7 kW) Zone de cuisson avant droite : 200 mm, 240 mm, 2.2 kW (PowerBoost 3.7 kW) Confort d'utilisation Commande dual lightSlider : contrôlez directement la puissance sur les",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_bd3e824d-2cba-4004-8053-4efdaee6efa9.png?v=1767465370,Siemens,Default,Non classé
cuisiniere-butanette-glem-ga960pcgix,Cuisinière Butanette GLEM GA960PCGIX,Glem,764.0,1379.0,615.0,45.0,Cuisinière Butanette GLEM GA960PCGIX Butanette ALPHA Butamax 90 x 60 cm INOX/MANETTES NOIRES puissance : 19 W plan de cuisson : 5 foyers gaz dont 1 triple couronne 3.8 kW – Class A Nettoyage catalyse Foyer triple couronne Grilles en Fonte Encastrable Pleine sécurité Fonctions Gril gaz avec tournebroche Gril gaz Tournebroche Éclairage du four FICHE TECHNIQUE Caractéristiques générales Porte 2 vitres Vitre intérieure démontable Éclairage intérieur Coffre de rangement chauffe-plat Plan de cuisson 5 foyers gaz dont 1 triple couronne 3 800 W Puissance nominale gaz : 11 300 W Allumage électronique “,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_740c6877-d5dc-4291-831c-5d0b15c667cf.png?v=1769705632,,Cuisinière,Maison et jardin > Arts de la table et arts culinaires > Électroménager de cuisine > Cuisinières
n-90-table-induction-aspirante-80-cm-avec-cadre-neff-v68ttx4l0,"N 90, Table induction aspirante, 80 cm, avec cadre NEFF V68TTX4L0",NEFF,2036.0,2644.68,608.68,23.0,"N 90, Table induction aspirante, 80 cm, avec cadre NEFF V68TTX4L0 Flexibilité des zones de cuisson 2 zones FlexInduction : utilisez des ustensiles de cuisine de toute forme ou taille dans la zone de 40 cm de long. Table de cuisson 80 cm : espace pour 4 casseroles ou poêles Zone de cuisson arrière gauche : 200 mm, 230 mm, 2.2 kW (PowerBoost 3.7 kW) Zone de cuisson arrière droite : 200 mm, 230 mm , 2.2 kW (PowerBoost 3.7 kW) Zone de cuisson avant gauche : 200 mm, 230 mm, 2.2 kW (PowerBoost 3.7 kW) Zone de cuisson avant droite : 200 mm, 230 mm, 2.2 kW (PowerBoost 3.7 kW) Gain de temps efficacité ",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Tableinductionaspirante_80cm_aveccadreNEFFV68TTX4L0.png?v=1768927932,NEFF,Plaque de cuisson,Non classé
serie-6-refrigerateur-combine-pose-libre-186-x-86-cm-inox-bosch-kgn86aidr,"Série 6, Réfrigérateur combiné pose-libre, 186 x 86 cm, Inox BOSCH KGN86AIDR",Bosch,1080.0,1680.2,600.2,36.0,"Série 6, Réfrigérateur combiné pose-libre, 186 x 86 cm, Inox BOSCH KGN86AIDR Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N INFORMATIONS GENERALES Volume total : 631 l Réfrigérateur : Volume 479 l Congélateur : Volume 152 l Classe d'efficacité énergétique D sur une échelle allant de A à G Consommation énergétique : 246 kWh/an Pour atteindre la consommation d'énergie annoncée, les butées de ventilations jointes doivent être utilisées. En conséquence, la profondeur de l'appareil s'accroît d'environ 3,5 cm. L'appareil utilisé sans ces butées est parfaitem",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_8b32c0aa-2b06-47e8-bbda-dce3188efc88.png?v=1769792485,Bosch,Réfrigérateur,Non classé
n-90-four-integrable-vapeur-60-x-60-cm-inox-neff-b64ft33n0,"N 90, Four intégrable vapeur, 60 x 60 cm, Inox NEFF B64FT33N0",NEFF,2015.0,2614.64,599.64,23.0,"N 90, Four intégrable vapeur, 60 x 60 cm, Inox NEFF B64FT33N0 Type de four/Modes de cuisson 22 modes de cuisson : Circotherm®, convection naturelle, gril ventilé, gril grande surface, gril petite surface, position pizza, fournil : idéal pour cuire le pain, chaleur de sole, cuisson basse température, préchauffage, fonction maintien chaud, hotAir doux, cuisson douce, vapeur 100%, régénération vapeur, étuve, décongélation, gril air pulsé + vapeur, bread backing, maintien chaud + vapeur, air pulsé 4D + vapeur, convection naturelle + vapeur Générateur de vapeur hors de la cavité Plusieurs niveaux d",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_d5cd0fd4-3655-489d-8188-1f0b069f2e2b.png?v=1770809364,NEFF,Four,Non classé
